display_name,first_name,last_name,birth_date,college_name,position,jersey_number,height,weight,team_abbr,draft_club,headshot,draftround
Shevin Smith,Shevin,Smith,6/17/1975,Florida St.,DB,,11-May,195,,Tampa Bay Buccaneers,,6th
Sid Smith,Sid,Smith,7/6/1948,USC,C-T,,4-Jun,260,,Kansas City Chiefs,,1st
Steve Smith,Steve,Smith,5/29/1944,Michigan,T-DE,,2-Jun,250,,San Francisco 49ers,,5th
Steve Smith,Steve,Smith,8/30/1964,Penn St.,RB,,1-Jun,236,,Los Angeles Raiders,,3rd
Steve Smith,Steve,Smith,5/12/1979,Utah,WR,,9-May,185,,Carolina Panthers,,3rd
Steve Smith,Steve,Smith,5/6/1985,USC,WR,,Jun-00,195,,New York Giants,,2nd
Steve M. Smith,Steve,M.,6/28/1979,Oregon,DB,,1-Jun,190,,Jacksonville Jaguars,,7th
Struggy Smith,Struggy,Smith,2/13/1964,Appalachian St.,DB,,2-Jun,190,,,,
Stu Smith,Stu,Smith,2/3/1915,Bucknell,FB-LB-TB-DB,,Jun-00,195,,,,
Taj Smith,Taj,Smith,9/30/1983,Syracuse,WR,,Jun-00,194,,,,
Terrelle Smith,Terrelle,Smith,3/12/1978,Arizona St.,FB,,Jun-00,246,,New Orleans Saints,,4th
Thomas Smith,Thomas,Smith,10/4/1949,Iowa,RB,,1-Jun,216,,Miami Dolphins,,7th
Thomas Smith,Thomas,Smith,12/5/1970,North Carolina,DB,,11-May,188,,Buffalo Bills,,1st
Tim Smith,Tim,Smith,3/20/1957,Nebraska,WR,,2-Jun,201,,Houston Oilers,,3rd
Timmy Smith,Timmy,Smith,1/24/1964,Texas Tech,RB,,11-May,216,,Washington Redskins,,5th
Tody Smith,Tody,Smith,12/24/1948,Michigan St.,DE,,5-Jun,250,,Dallas Cowboys,,1st
Tommie Smith,Tommie,Smith,6/6/1944,San Jose St.,WR,,3-Jun,190,,Los Angeles Rams,,9th
Tony Smith,Tony,Smith,6/29/1970,Southern Miss,RB,,1-Jun,212,,Atlanta Falcons,,1st
Torin Smith,Torin,Smith,9/30/1961,Hampton,DE,,4-Jun,320,,,,
Torrey Smith,Torrey,Smith,1/26/1989,Maryland,WR,,1-Jun,204,,Baltimore Ravens,,2nd
Travian Smith,Travian,Smith,8/26/1975,Oklahoma,LB,,4-Jun,240,,Oakland Raiders,,5th
Trent Smith,Trent,Smith,9/15/1979,Oklahoma,TE,,5-Jun,245,,Baltimore Ravens,,7th
Troy Smith,Troy,Smith,7/30/1977,East Carolina,WR,,2-Jun,193,,Philadelphia Eagles,,6th
Troy Smith,Troy,Smith,7/20/1984,Ohio St.,QB,,Jun-00,225,,Baltimore Ravens,,5th
Truett Smith,Truett,Smith,3/17/1924,Wyoming,BB,,2-Jun,208,,Pittsburgh Steelers,,7th
Tyron Smith,Tyron,Smith,12/12/1990,USC,OT,,5-Jun,307,,Dallas Cowboys,,1st
Tyson Smith,Tyson,Smith,10/9/1981,Iowa St.,LB,,2-Jun,240,,,,
Vernice Smith,Vernice,Smith,10/24/1965,Florida A&M,G-T,,3-Jun,300,,,,
Vinson Smith,Vinson,Smith,7/3/1965,East Carolina,LB,,2-Jun,243,,,,
Vitamin Smith,Vitamin,Smith,10/30/1923,Abilene Christian,HB,,8-May,179,,,,
Waddell Smith,Waddell,Smith,8/24/1955,Kansas,WR,,2-Jun,180,,Kansas City Chiefs,,8th
Wade Smith,Wade,Smith,4/26/1981,Memphis,T,,4-Jun,300,,Miami Dolphins,,3rd
Warren Smith,Warren,Smith,,West. Michigan,G,,,175,,,,
Wayne Smith,Wayne,Smith,5/9/1957,Wisc-LaCrosse,DB,,Jun-00,171,,Detroit Lions,,11th
Wee Willie Smith,Wee,Willie,7/2/1910,Idaho,DB-TB-FB,,6-May,148,,,,
Wes Smith,Wes,Smith,6/24/1963,Texas A&M-Commerce,WR,,11-May,194,,St. Louis Cardinals,,10th
Wilfred Smith,Wilfred,Smith,1899-04-07,DePauw,T-G-E-C,,4-Jun,204,,,,
Will Smith,Will,Smith,7/4/1981,Ohio St.,DE,,3-Jun,282,,New Orleans Saints,,1st
Willie Smith,Willie,Smith,11/1/1937,Michigan,G-T,,3-Jun,255,,Chicago Bears,,8th
Willie Smith,Willie,Smith,8/6/1964,Miami (FL),TE,,2-Jun,235,,Cleveland Browns,,10th
Willie Smith,Willie,Smith,11/13/1986,,T,,5-Jun,310,,,,
Zeke Smith,Zeke,Smith,9/29/1936,Auburn,LB-G-DE,,2-Jun,235,,Baltimore Colts,,4th
Zuriel Smith,Zuriel,Smith,1/15/1980,Hampton,WR,,11-May,166,,Dallas Cowboys,,6th
Shaky Smithson,Shaky,Smithson,8/23/1987,,WR,,11-May,202,,,,
Mark Smolinski,Mark,Smolinski,5/9/1939,Wyoming,FB-TE,,1-Jun,215,,,,
Isaac Smolko,Isaac,Smolko,2/28/1983,Penn St.,TE,,5-Jun,260,,,,
Fred Smoot,Fred,Smoot,4/17/1979,Mississippi St.,DB,,11-May,174,,Washington Redskins,,2nd
Raymond Smoot,Raymond,Smoot,7/24/1970,LSU,G-T,,4-Jun,305,,,,
Dave Smukler,Dave,Smukler,5/28/1914,Missouri,FB-LB,,1-Jun,226,,,,
Bill Smyth,Bill,Smyth,4/8/1922,Notre Dame,DE-E-T,,3-Jun,243,,Los Angeles Rams,,7th
Lou Smyth,Lou,Smyth,1898-03-19,Texas,B,,1-Jun,200,,,,
Norm Snead,Norm,Snead,7/31/1939,Wake Forest,QB,,4-Jun,215,,Washington Redskins,,1st
Bob Sneddon,Bob,Sneddon,7/9/1921,Weber St.,DB-HB-WB,,10-May,180,,Washington Redskins,,10th
Chris Snee,Chris,Snee,1/8/1982,Boston Col.,G,,3-Jun,314,,New York Giants,,2nd
Donald Snell,Donald,Snell,3/13/1965,Virginia Tech,WR,,2-Jun,177,,,,
George Snell,George,Snell,1897-07-09,Penn St.,B,,10-May,185,,,,
Matt Snell,Matt,Snell,8/18/1941,Ohio St.,RB,,2-Jun,219,,New York Jets,,1st
Ray Snell,Ray,Snell,2/24/1958,Wisconsin,G-T,,4-Jun,262,,Tampa Bay Buccaneers,,1st
Jason Snelling,Jason,Snelling,12/29/1983,Virginia,RB,,11-May,235,,Atlanta Falcons,,7th
Ken Snelling,Ken,Snelling,12/11/1918,UCLA,FB-LB,,Jun-00,210,,Green Bay Packers,,7th
Jim Sniadecki,Jim,Sniadecki,3/23/1947,Indiana,LB,,2-Jun,230,,San Francisco 49ers,,4th
Mal Snider,Mal,Snider,4/5/1947,Stanford,G-T,,4-Jun,251,,Atlanta Falcons,,3rd
Matt Snider,Matt,Snider,1/26/1976,Richmond,FB,,2-Jun,240,,,,
Ron Snidow,Ron,Snidow,12/30/1941,Oregon,DE-DT,,3-Jun,250,,Washington Redskins,,3rd
Angelo Snipes,Angelo,Snipes,1/11/1963,West Georgia,LB,,Jun-00,222,,,,
Lee Snoots,Lee,Snoots,1892-08-12,none,B,,9-May,185,,,,
Matt Snorton,Matt,Snorton,9/26/1942,Michigan St.,TE,,5-Jun,250,,Detroit Lions,,2nd
David Snow,David,Snow,11/9/1989,Texas,C,,4-Jun,305,,,,
Jack Snow,Jack,Snow,1/25/1943,Notre Dame,WR-SE,,2-Jun,190,,Minnesota Vikings,,1st
Justin Snow,Justin,Snow,12/21/1976,Baylor,TE,,3-Jun,240,,,,
Percy Snow,Percy,Snow,11/5/1967,Michigan St.,LB,,2-Jun,248,,Kansas City Chiefs,,1st
Cal Snowden,Cal,Snowden,11/29/1946,Indiana,DE,,4-Jun,253,,St. Louis Cardinals,,9th
Jim Snowden,Jim,Snowden,1/12/1942,Notre Dame,T-DE,,3-Jun,255,,Washington Redskins,,5th
Adam Snyder,Adam,Snyder,1/30/1982,Oregon,T-G,,5-Jun,316,,San Francisco 49ers,,3rd
Al Snyder,Al,Snyder,6/20/1941,Holy Cross,WR,,1-Jun,196,,Boston Patriots,,23rd
Bob Snyder,Bob,Snyder,2/6/1913,Ohio,TB-QB,,Jun-00,200,,,,
Bull Snyder,Bull,Snyder,10/29/1911,Ohio,G,,2-Jun,230,,,,
Jim Snyder,Jim,Snyder,,none,TB,,,162,,,,
Loren Snyder,Loren,Snyder,11/28/1963,Northern Colorado,QB,,4-Jun,207,,,,
Lum Snyder,Lum,Snyder,8/12/1930,Georgia Tech,T,,5-Jun,228,,Philadelphia Eagles,,3rd
Pat Snyder,Pat,Snyder,11/23/1963,Purdue,LB,,1-Jun,225,,,,
Snitz Snyder,Snitz,Snyder,8/6/1905,Maryland,B,,8-May,190,,,,
Todd Snyder,Todd,Snyder,10/22/1948,Ohio,WR,,1-Jun,187,,Atlanta Falcons,,3rd
Vic So'oto,Vic,So'oto,1/1/1987,BYU,LB,,3-Jun,263,,,,
Hank Soar,Hank,Soar,8/17/1914,Providence,B,,2-Jun,205,,,,
Ben Sobieski,Ben,Sobieski,5/3/1979,Iowa,T,,5-Jun,315,,Buffalo Bills,,5th
Phil Sobocinski,Phil,Sobocinski,12/6/1940,Wisconsin,C,,3-Jun,235,,,,
Joe Soboleski,Joe,Soboleski,8/22/1926,Michigan,G-T-DT,,Jun-00,213,,New York Giants,,9th
Olaniyi Sobomehin,Olaniyi,Sobomehin,10/11/1984,Portland St.,RB,,1-Jun,230,,,,
Brian Sochia,Brian,Sochia,7/2/1961,NW Oklahoma St.,NT-DE,,3-Jun,270,,,,
John Sodaski,John,Sodaski,1/14/1948,Villanova,LB-DB,,2-Jun,222,,Pittsburgh Steelers,,9th
Alec Sofish,Alec,Sofish,,Grove City,G,,2-Jun,200,,,,
Ben Sohn,Ben,Sohn,9/16/1918,USC,G-T,,3-Jun,230,,New York Giants,,9th
Benny Sohn,Benny,Sohn,11/18/1911,Washington,B,,8-May,170,,,,
Kurt Sohn,Kurt,Sohn,6/26/1957,North Carolina St.,WR,,11-May,180,,,,
John Sokolosky,John,Sokolosky,4/2/1956,Wayne State (MI),C,,2-Jun,240,,,,
Nate Solder,Nate,Solder,4/12/1988,Colorado,OL,,8-Jun,319,,New England Patriots,,1st
Robert Soleau,Robert,Soleau,4/2/1941,William & Mary,LB,,2-Jun,230,,Pittsburgh Steelers,,11th
Paul Soliai,Paul,Soliai,12/30/1983,Utah,DT,,4-Jun,344,,Miami Dolphins,,4th
Jake Soliday,Jake,Soliday,11/16/1978,Northern Iowa,WR,,1-Jun,195,,,,
Ariel Solomon,Ariel,Solomon,7/16/1968,Colorado,C,,5-Jun,290,,Pittsburgh Steelers,,10th
Freddie Solomon,Freddie,Solomon,1/11/1953,Tampa,WR-QB-RB,,11-May,185,,Miami Dolphins,,2nd
Freddie Solomon,Freddie,Solomon,8/15/1972,South Carolina St.,WR,,10-May,180,,,,
Jesse Solomon,Jesse,Solomon,11/4/1963,Florida St.,LB,,Jun-00,240,,Minnesota Vikings,,12th
Roland Solomon,Roland,Solomon,2/6/1956,Utah,DB,,Jun-00,193,,,,
Scott Solomon,Scott,Solomon,11/5/1988,Rice,DE,,3-Jun,262,,Tennessee Titans,,7th
Ron Solt,Ron,Solt,5/19/1962,Maryland,G,,3-Jun,279,,Indianapolis Colts,,1st
Gordie Soltau,Gordie,Soltau,1/25/1925,Minnesota,E,,2-Jun,195,,Green Bay Packers,,3rd
Bob Soltis,Bob,Soltis,4/1/1936,Minnesota,DB,,2-Jun,205,,New York Giants,,16th
Mike Solwold,Mike,Solwold,9/30/1977,Wisconsin,C,,6-Jun,244,,,,
George Somers,George,Somers,10/5/1915,La Salle,T,,2-Jun,253,,Philadelphia Eagles,,8th
Don Sommer,Don,Sommer,2/1/1964,Texas-El Paso,T,,4-Jun,290,,Houston Oilers,,10th
Mike Sommer,Mike,Sommer,10/9/1934,George Washington,HB-DB,,11-May,190,,Washington Redskins,,2nd
Jack Sommers,Jack,Sommers,2/9/1919,UCLA,C,,3-Jun,222,,Chicago Cardinals,,11th
Butch Songin,Butch,Songin,5/11/1924,Boston Col.,QB,,2-Jun,190,,Cleveland Browns,,19th
Treg Songy,Treg,Songy,6/15/1962,Tulane,DB,,2-Jun,200,,New Orleans Saints,,12th
Gus Sonnenberg,Gus,Sonnenberg,1898-03-06,Dartmouth,T-FB-TB,,6-May,196,,,,
Isaac Sopoaga,Isaac,Sopoaga,9/4/1981,Hawaii,DT,,2-Jun,321,,San Francisco 49ers,,4th
Ross Sorce,Ross,Sorce,,Georgetown (DC),T,,4-Jun,255,,,,
Brad Sorensen,Brad,Sorensen,3/13/1988,Southern Utah,QB,,5-Jun,229,,San Diego Chargers,,7th
Nick Sorensen,Nick,Sorensen,7/31/1978,Virginia Tech,DB,,3-Jun,210,,,,
Glen Sorenson,Glen,Sorenson,2/29/1920,Utah St.,G,,Jun-00,217,,,,
Jim Sorey,Jim,Sorey,9/5/1936,Texas Southern,DT,,4-Jun,285,,Chicago Bears,,14th
Revie Sorey,Revie,Sorey,9/10/1953,Illinois,G,,2-Jun,260,,Chicago Bears,,5th
Jim Sorgi,Jim,Sorgi,12/3/1980,Wisconsin,QB,,5-Jun,196,,Indianapolis Colts,,6th
Henry Sorrell,Henry,Sorrell,6/10/1943,Tenn-Chattanooga,LB,,2-Jun,225,,,,
Bill Sortet,Bill,Sortet,6/25/1912,West Virginia,E,,1-Jun,187,,,,
Rick Sortun,Rick,Sortun,9/26/1942,Washington,G,,2-Jun,235,,St. Louis Cardinals,,12th
Lou Sossamon,Lou,Sossamon,6/2/1921,South Carolina,C-LB,,1-Jun,207,,Phi/Pit Eagles/Steelers,,6th
Frank Souchak,Frank,Souchak,4/30/1915,Pittsburgh,E,,Jun-00,205,,New York Giants,,6th
Cecil Souders,Cecil,Souders,1/3/1921,Ohio St.,E-T,,1-Jun,210,,Washington Redskins,,25th
Ronnie Lee South,Ronnie,Lee,5/8/1945,Arkansas,QB-P,,1-Jun,195,,New Orleans Saints,,5th
Tom Southard,Tom,Southard,6/29/1955,Furman,WR,,Jun-00,185,,,,
R. Jay Soward,R.,Jay,1/16/1978,USC,WR,,11-May,178,,Jacksonville Jaguars,,1st
Bradley Sowell,Bradley,Sowell,6/6/1989,Mississippi,T,,7-Jun,320,,,,
Jerald Sowell,Jerald,Sowell,1/21/1974,Tulane,FB,,Jun-00,237,,Green Bay Packers,,7th
Robert Sowell,Robert,Sowell,6/23/1961,Howard,DB,,11-May,175,,,,
Isaac Sowells,Isaac,Sowells,5/4/1982,Indiana,T,,3-Jun,325,,Cleveland Browns,,4th
Rich Sowells,Rich,Sowells,10/27/1948,Alcorn St.,DB,,Jun-00,179,,New York Jets,,12th
Stephen Spach,Stephen,Spach,7/18/1982,Fresno St.,TE,,4-Jun,250,,,,
Vic Spadaccini,Vic,Spadaccini,3/2/1916,Minnesota,B,,Jun-00,222,,Cleveland Rams,,12th
Ryan Spadola,Ryan,Spadola,2/15/1991,Lehigh,WR,,3-Jun,200,,,,
Matt Spaeth,Matt,Spaeth,11/24/1983,Minnesota,TE,,7-Jun,270,,Pittsburgh Steelers,,3rd
Butch Spagna,Butch,Spagna,1897-05-15,Brown,G-T,,Jun-00,215,,,,
John Spagnola,John,Spagnola,8/1/1957,Yale,TE,,4-Jun,240,,New England Patriots,,9th
Dick Spain,Dick,Spain,1893-05-20,none,C-T,,8-May,180,,,,
Gene Spangler,Gene,Spangler,12/17/1922,Tulsa,WB-DB,,10-May,196,,,,
Gary Spani,Gary,Spani,1/9/1956,Kansas St.,LB,,2-Jun,229,,Kansas City Chiefs,,3rd
Frank Spaniel,Frank,Spaniel,5/21/1928,Notre Dame,HB,,10-May,185,,Washington Redskins,,5th
Antwain Spann,Antwain,Spann,2/22/1983,La-Lafayette,DB,,Jun-00,190,,,,
Chad Spann,Chad,Spann,8/8/1988,Northern Illinois,RB,,9-May,198,,,,
Gary Spann,Gary,Spann,2/3/1963,TCU,LB,,1-Jun,218,,Green Bay Packers,,10th
Dave Sparenberg,Dave,Sparenberg,5/28/1959,West. Ontario,G,,3-Jun,257,,,,
Al Sparkman,Al,Sparkman,2/17/1926,Texas A&M,T,,6-Jun,253,,,,
Dave Sparks,Dave,Sparks,4/28/1928,South Carolina,G-T,,1-Jun,229,,San Francisco 49ers,,15th
Phillippi Sparks,Phillippi,Sparks,4/15/1969,Arizona St.,DB,,11-May,195,,New York Giants,,2nd
Al Sparlis,Al,Sparlis,5/20/1920,UCLA,G,,11-May,185,,Green Bay Packers,,30th
Ed Sparr,Ed,Sparr,1898-07-29,Carroll (WI),T,,11-May,210,,,,
Jim Spavital,Jim,Spavital,9/15/1926,Oklahoma St.,FB-LB,,1-Jun,210,,Chicago Cardinals,,1st
Glen Spear,Glen,Spear,1/18/1900,Drake,FB-WB-E,,10-May,185,,,,
Armegis Spearman,Armegis,Spearman,4/5/1978,Mississippi,LB,,2-Jun,251,,,,
Anthony Spears,Anthony,Spears,11/4/1965,Portland St.,DE,,5-Jun,260,,,,
Ernest Spears,Ernest,Spears,11/6/1967,USC,DB,,11-May,192,,New Orleans Saints,,10th
Marcus Spears,Marcus,Spears,9/28/1971,NW State (LA),T,,4-Jun,320,,Chicago Bears,,2nd
Marcus R. Spears,Marcus,R.,3/8/1983,LSU,DE,,4-Jun,298,,Dallas Cowboys,,1st
Quinton Spears,Quinton,Spears,3/4/1986,Prairie View A&M,LB,,4-Jun,234,,,,
Ron Spears,Ron,Spears,11/23/1959,San Diego St.,DE,,6-Jun,255,,,,
Robert Specht,Robert,Specht,,none,WB-TB,,9-May,170,,,,
Dutch Speck,Dutch,Speck,1886-07-30,none,G-C-T,,10-May,220,,,,
Mac Speedie,Mac,Speedie,1/12/1920,Utah,E,,3-Jun,203,,Detroit Lions,,15th
Cliff Speegle,Cliff,Speegle,11/5/1917,Oklahoma,C,,1-Jun,195,,,,
Nick Speegle,Nick,Speegle,11/29/1981,New Mexico,LB,,6-Jun,250,,Cleveland Browns,,6th
Harry Speelman,Harry,Speelman,10/4/1916,Michigan St.,G,,11-May,220,,,,
Del Speer,Del,Speer,2/1/1970,Florida,DB,,Jun-00,196,,,,
Dick Speights,Dick,Speights,6/30/1946,Wyoming,DB,,11-May,176,,,,
Jeff Spek,Jeff,Spek,10/1/1960,UNLV,TE,,3-Jun,240,,Dallas Cowboys,,3rd
Frank Spellacy,Frank,Spellacy,4/6/1901,none,E,,,,,,,
Alonzo Spellman,Alonzo,Spellman,9/27/1971,Ohio St.,DE-DT,,4-Jun,287,,Chicago Bears,,1st
Jack Spellman,Jack,Spellman,1899-06-14,Brown,E-T-B,,10-May,201,,,,
Akeem Spence,Akeem,Spence,11/29/1991,Illinois,DT,,1-Jun,307,,Tampa Bay Buccaneers,,4th
Blake Spence,Blake,Spence,6/20/1975,Oregon,TE,,4-Jun,249,,New York Jets,,5th
Julian Spence,Julian,Spence,5/5/1929,Sam Houston St.,DB-FL,,11-May,170,,,,
Sean Spence,Sean,Spence,1/17/1989,Miami (FL),LB,,11-May,231,,Pittsburgh Steelers,,3rd
Anthony Spencer,Anthony,Spencer,1/23/1984,Purdue,DE,,3-Jun,261,,Dallas Cowboys,,1st
Charles Spencer,Charles,Spencer,3/17/1982,Pittsburgh,G,,5-Jun,340,,Houston Texans,,3rd
Chris Spencer,Chris,Spencer,3/28/1982,Mississippi,C,,3-Jun,309,,Seattle Seahawks,,1st
Cody Spencer,Cody,Spencer,6/1/1981,North Texas,LB,,2-Jun,245,,Oakland Raiders,,6th
Darryl Spencer,Darryl,Spencer,3/21/1970,Miami (FL),WR,,8-May,172,,,,
Herb Spencer,Herb,Spencer,9/23/1959,Newberry,LB,,3-Jun,230,,,,
Jim Spencer,Jim,Spencer,11/1/1901,Dayton,G,,Jun-00,205,,,,
Jimmy Spencer,Jimmy,Spencer,3/29/1969,Florida,DB,,9-May,188,,Washington Redskins,,8th
Joe Spencer,Joe,Spencer,8/15/1923,Oklahoma St.,T-DT,,3-Jun,239,,Philadelphia Eagles,,19th
Mo Spencer,Mo,Spencer,6/15/1952,North Carolina Central,DB,,Jun-00,175,,Atlanta Falcons,,3rd
Ollie Spencer,Ollie,Spencer,4/17/1931,Kansas,T-G-C,,2-Jun,245,,Detroit Lions,,6th
Owen Spencer,Owen,Spencer,11/2/1987,,WR,,2-Jun,195,,,,
Shawntae Spencer,Shawntae,Spencer,2/22/1982,Pittsburgh,DB,,1-Jun,181,,San Francisco 49ers,,2nd
Tim Spencer,Tim,Spencer,12/10/1960,Ohio St.,RB,,1-Jun,224,,San Diego Chargers,,11th
Todd Spencer,Todd,Spencer,7/26/1962,USC,RB,,Jun-00,203,,,,
Willie Spencer,Willie,Spencer,1/28/1953,none,RB,,3-Jun,235,,,,
Kory Sperry,Kory,Sperry,4/10/1985,Colorado St.,TE,,4-Jun,242,,,,
George Speth,George,Speth,7/25/1918,Murray St.,T,,2-Jun,220,,Detroit Lions,,18th
Cotton Speyrer,Cotton,Speyrer,4/29/1949,Texas,WR,,Jun-00,175,,Washington Redskins,,2nd
Paul Spicer,Paul,Spicer,8/18/1975,DuPage (IL),DE,,4-Jun,287,,,,
Rob Spicer,Rob,Spicer,7/20/1951,Indiana,LB,,4-Jun,238,,New York Jets,,9th
Adolph Spiegel,Adolph,Spiegel,1898-07-12,Campion,T-G,,11-May,190,,,,
Chris Spielman,Chris,Spielman,10/11/1965,Ohio St.,LB,,Jun-00,247,,Detroit Lions,,2nd
Bob Spiers,Bob,Spiers,1895-01-04,Hiram,T-G,,11-May,193,,,,
Amari Spievey,Amari,Spievey,4/14/1988,Iowa,DB,,Jun-00,190,,Detroit Lions,,3rd
Brandon Spikes,Brandon,Spikes,9/3/1987,Florida,LB,,3-Jun,250,,New England Patriots,,2nd
Cameron Spikes,Cameron,Spikes,11/6/1976,Texas A&M,G,,4-Jun,325,,St. Louis Rams,,5th
Irving Spikes,Irving,Spikes,12/21/1970,Alabama,RB,,8-May,212,,,,
Jack Spikes,Jack,Spikes,2/5/1937,TCU,FB-HB-K,,2-Jun,210,,Pittsburgh Steelers,,1st
Takeo Spikes,Takeo,Spikes,12/17/1976,Auburn,LB,,2-Jun,242,,Cincinnati Bengals,,1st
John Spilis,John,Spilis,10/14/1947,Northern Illinois,WR,,3-Jun,205,,Green Bay Packers,,3rd
C.J. Spiller,C.J.,Spiller,8/5/1987,Clemson,RB,,11-May,194,,Buffalo Bills,,1st
Philip Spiller,Philip,Spiller,4/2/1945,Los Angeles St.,DB,,Jun-00,195,,St. Louis Cardinals,,16th
Ray Spillers,Ray,Spillers,10/23/1912,Arkansas,T,,3-Jun,218,,,,
C.J. Spillman,C.J.,Spillman,5/6/1986,Marshall,DB,,Jun-00,192,,,,
Marc Spindler,Marc,Spindler,11/28/1969,Pittsburgh,DE-NT-DT,,5-Jun,290,,Detroit Lions,,3rd
Jack Spinks,Jack,Spinks,8/15/1930,Alcorn St.,T-G-FB-DT,,Jun-00,236,,Pittsburgh Steelers,,11th
Art Spinney,Art,Spinney,11/8/1927,Boston Col.,G-DE,,Jun-00,230,,Baltimore Colts,,15th
Greg Spires,Greg,Spires,8/12/1974,Florida St.,DE,,1-Jun,265,,New England Patriots,,3rd
Johnny Spirida,Johnny,Spirida,11/4/1914,St. Anselm,BB-E,,Jun-00,195,,,,
Austin Spitler,Austin,Spitler,10/26/1986,Ohio St.,LB,,3-Jun,244,,Miami Dolphins,,7th
Bob Spitulski,Bob,Spitulski,9/10/1969,Central Florida,LB,,3-Jun,240,,Seattle Seahawks,,3rd
Jason Spitz,Jason,Spitz,12/19/1982,Louisville,G,,4-Jun,310,,Green Bay Packers,,3rd
Andy Spiva,Andy,Spiva,2/6/1955,Tennessee,LB,,2-Jun,220,,St. Louis Cardinals,,5th
Mike Spivey,Mike,Spivey,3/10/1954,Colorado,DB,,Jun-00,197,,Chicago Bears,,2nd
Sebron Spivey,Sebron,Spivey,8/2/1964,Southern Illinois,WR,,11-May,180,,,,
Bob Sponaugle,Bob,Sponaugle,1/31/1928,Pennsylvania,E,,1-Jun,203,,,,
Brandon Spoon,Brandon,Spoon,7/5/1978,North Carolina,LB,,2-Jun,242,,Buffalo Bills,,4th
Danny Spradlin,Danny,Spradlin,3/3/1959,Tennessee,LB,,1-Jun,235,,Dallas Cowboys,,5th
Donnie Spragan,Donnie,Spragan,7/12/1976,Pacific,LB,,3-Jun,239,,,,
Marcus Spriggs,Marcus,Spriggs,5/30/1974,Houston,T-G,,3-Jun,310,,Buffalo Bills,,6th
Marcus Spriggs,Marcus,Spriggs,7/26/1976,Ohio St.,DT,,4-Jun,314,,Cleveland Browns,,6th
Hal Springer,Hal,Springer,5/10/1922,Central Oklahoma,E,,4-Jun,212,,,,
Kirk Springs,Kirk,Springs,8/16/1958,Miami (OH),DB,,Jun-00,192,,,,
Ron Springs,Ron,Springs,11/4/1956,Ohio St.,RB,,Jun-00,213,,Dallas Cowboys,,5th
Shawn Springs,Shawn,Springs,3/11/1975,Ohio St.,DB,,Jun-00,204,,Seattle Seahawks,,1st
Bill Springsteen,Bill,Springsteen,1899-10-27,Lehigh,C-E,,Jun-00,200,,,,
Ed Sprinkle,Ed,Sprinkle,9/3/1923,Hardin-Simmons,DE-E-G-LB,,1-Jun,206,,,,
Hugh Sprinkle,Hugh,Sprinkle,,Missouri,T-G,,2-Jun,220,,,,
Darren Sproles,Darren,Sproles,6/20/1983,Kansas St.,RB,,6-May,181,,San Diego Chargers,,4th
Jimmy Sprotte,Jimmy,Sprotte,10/2/1974,Arizona,LB,,3-Jun,237,,Tennessee Oilers,,7th
Dennis Sproul,Dennis,Sproul,7/17/1956,Arizona St.,QB,,2-Jun,210,,Green Bay Packers,,8th
Jim Spruill,Jim,Spruill,2/26/1923,Rice,T,,3-Jun,225,,Detroit Lions,,18th
Micheal Spurlock,Micheal,Spurlock,1/31/1983,Mississippi,WR,,10-May,214,,,,
Steve Spurrier,Steve,Spurrier,4/20/1945,Florida,QB-P,,2-Jun,204,,San Francisco 49ers,,1st
Damion Square,Damion,Square,2/6/1989,,DE,,3-Jun,286,,,,
Jack Squirek,Jack,Squirek,2/16/1959,Illinois,LB,,4-Jun,230,,Los Angeles Raiders,,2nd
Seaman Squyres,Seaman,Squyres,3/2/1910,Rice,HB,,2-Jun,205,,,,
Bob St. Clair,Bob,St.,2/18/1931,San Francisco,T,,9-Jun,263,,San Francisco 49ers,,3rd
John St. Clair,John,St.,7/15/1977,Virginia,T,,4-Jun,320,,St. Louis Rams,,3rd
Mike St. Clair,Mike,St.,9/2/1953,Iowa Central,DE,,5-Jun,248,,Cleveland Browns,,4th
Ted St. Germaine,Ted,St.,,Carlisle Indian,T-C-G,,2-Jun,250,,,,
Len St. Jean,Len,St.,10/27/1941,Northern Michigan,G,,11-May,250,,Boston Patriots,,9th
Herb St. John,Herb,St.,1/17/1926,Georgia,G,,10-May,215,,Green Bay Packers,,21st
Brad St. Louis,Brad,St.,8/19/1976,SW Missouri St.,TE,,3-Jun,247,,Cincinnati Bengals,,7th
Brian St. Pierre,Brian,St.,11/28/1979,Boston Col.,QB,,3-Jun,230,,Pittsburgh Steelers,,5th
Jeremy Staat,Jeremy,Staat,10/10/1976,Arizona St.,DE,,5-Jun,300,,Pittsburgh Steelers,,2nd
Brian Stablein,Brian,Stablein,4/14/1970,Ohio St.,WR,,1-Jun,193,,Denver Broncos,,8th
Ken Stabler,Ken,Stabler,12/25/1945,Alabama,QB,,3-Jun,215,,Oakland Raiders,,2nd
Ed Stacco,Ed,Stacco,4/16/1925,Colgate,T,,2-Jun,261,,Detroit Lions,,25th
Dave Stachelski,Dave,Stachelski,3/1/1977,Boise St.,TE,,3-Jun,250,,New England Patriots,,5th
Ray Stachowicz,Ray,Stachowicz,3/6/1959,Michigan St.,P,,11-May,185,,Green Bay Packers,,3rd
Rich Stachowski,Rich,Stachowski,3/29/1961,California,NT,,4-Jun,245,,,,
